document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2018-20430,Hours of Service of Drivers,"Transportation Department, Federal Motor Carrier Safety Administration",2018-09-20,,2018-10-10,FMCSA-2018-0248-2723,0,federalregister
2018-20512,"Endangered and Threatened Wildlife; Positive 90-Day Finding on a Petition To List the Cauliflower Coral, Pocillopora Meandrina, in Hawaii as Endangered or Threatened Under the Endangered Species Act","Commerce Department, National Oceanic and Atmospheric Administration",2018-09-20,,2018-11-19,NOAA-NMFS-2018-0060-0001,20,federalregister
2018-19599,"Medicare and Medicaid Programs; Regulatory Provisions To Promote Program Efficiency, Transparency, and Burden Reduction","Health and Human Services Department, Centers for Medicare & Medicaid Services",2018-09-20,,2018-11-19,CMS-2018-0106-0001,954,federalregister
2018-20360,Airworthiness Directives; Airbus SAS Airplanes,"Transportation Department, Federal Aviation Administration",2018-09-21,,2018-11-05,FAA-2018-0800-0001,0,federalregister
2018-20572,"Safety Zone; Penn's Landing Fireworks, Delaware River, Philadelphia PA","Homeland Security Department, Coast Guard",2018-09-21,,2018-10-22,USCG-2018-0371-0001,1,federalregister
2018-20529,Air Plan Approval; South Carolina: Revisions to Prevention of Significant Deterioration Rules,Environmental Protection Agency,2018-09-21,,2018-10-22,EPA-R04-OAR-2018-0073-0011,1,federalregister
2018-20530,Air Plan Approval; KY; Updates to Attainment Status Designations,Environmental Protection Agency,2018-09-21,,2018-10-22,EPA-R04-OAR-2018-0308-0001,0,federalregister
2018-20576,"Proposed Collection; Comment Request on Information Collection for Forms 14039, 14039 (SP), 14039-B and 14039-B (SP)","Treasury Department, Internal Revenue Service",2018-09-21,,2018-11-20,,0,federalregister
2018-20495,Migratory Bird Hunting; Supplemental Proposals for Migratory Game Bird Hunting Regulations for the 2019-20 Hunting Season; Notice of Meetings,"Interior Department, Fish and Wildlife Service",2018-09-21,,,FWS-HQ-MB-2018-0030-0028,13,federalregister
2018-20582,Information Collection Activity; Comment Request; Correction,"Agriculture Department, Rural Utilities Service",2018-09-21,,2018-11-20,RUS-18-ELECTRIC-0024-0001,0,federalregister
2018-20550,"All Aboard America! Holdings, Inc.-Acquisition of Control-Lux Bus America Co.",Surface Transportation Board,2018-09-21,,2018-11-05,STB-2018-0095-0001,0,federalregister
2018-20562,"Modified Risk Tobacco Product Application: Application for Copenhagen® Snuff Fine Cut, a Loose Moist Snuff Tobacco Product Submitted by U.S. Smokeless Tobacco Company LLC","Health and Human Services Department, Food and Drug Administration",2018-09-21,,2018-09-21,FDA-2018-N-3261-0001,58,federalregister
2018-20560,"Civil Money Penalties Relating to the ClinicalTrials.gov Data Bank; Draft Guidance for Food and Drug Administration Staff, Responsible Parties, and Submitters of Certain Applications and Submissions to the Food and Drug Administration; Availability","Health and Human Services Department, Food and Drug Administration",2018-09-21,,2018-11-20,FDA-2018-D-0787-0001,63,federalregister
2018-20622,Commission Information Collection Activities (FERC Form No. 587); Comment Request; Extension,"Energy Department, Federal Energy Regulatory Commission",2018-09-21,,2018-10-22,FERC-2018-1204-0001,0,federalregister
2018-20526,Agency Information Collection Activities; Proposed eCollection eComments Requested; New Collection; Forensic Firearm Training Request for Non-ATF Employees-ATF Form 7110.15,"Justice Department, Alcohol, Tobacco, Firearms, and Explosives Bureau",2018-09-21,,2018-11-20,,0,federalregister
2018-20534,Privacy Act of 1974; System of Records,Occupational Safety and Health Review Commission,2018-09-21,,2018-10-22,OSHRC-2018-0008-0001,0,federalregister
2018-20556,Proposed Information Collection; Comment Request; Baldrige Executive Fellows Program,"Commerce Department, National Institute of Standards and Technology",2018-09-21,,2018-11-20,,0,federalregister
2018-20558,Agency Information Collection Activities: Petition Process for Designation of Federal Lands as Unsuitable for All or Certain Types of Surface Coal Mining Operations and for Termination of Previous Designations,"Interior Department, Surface Mining Reclamation and Enforcement Office",2018-09-21,,2018-10-22,,0,federalregister
2018-20578,Limitation on Claims Against Proposed Public Transportation Projects,"Transportation Department, Federal Transit Administration",2018-09-21,,,FTA-2013-0016-0242,0,federalregister
2018-20575,Proposed Collection; Comment Request,Defense Department,2018-09-21,,2018-11-20,DOD-2018-HA-0067-0001,0,federalregister
2018-20541,Agency Information Collection Activities; Revision of a Currently Approved Collection: Application by Refugee for Waiver of Inadmissibility Grounds,"Homeland Security Department, U.S. Citizenship and Immigration Services",2018-09-21,,2018-10-22,USCIS-2006-0042-0043,0,federalregister
2018-20539,Agency Information Collection Activities; Revision of a Currently Approved Collection: Application for Waiver of Grounds of Inadmissibility Under Sections 245A or 210 of the Immigration and Nationality Act,"Homeland Security Department, U.S. Citizenship and Immigration Services",2018-09-21,,2018-10-22,USCIS-2006-0047-0045,0,federalregister
2018-20543,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Yukon-Kuskokwim Delta Berry Outlook,"Interior Department, Geological Survey",2018-09-21,,2018-10-22,,0,federalregister
2018-20577,"Notice of Availability of a Draft Environmental Impact Statement for the Tule River Tribe's Proposed Fee-to-Trust and Eagle Mountain Casino Relocation Project, Tulare County, California","Interior Department, Indian Affairs Bureau",2018-09-21,,2018-11-05,,0,federalregister
2018-20557,Agency Information Collection Activities: General,"Interior Department, Surface Mining Reclamation and Enforcement Office",2018-09-21,,2018-10-22,,0,federalregister
2018-20490,Airworthiness Directives; Robinson Helicopter Company Helicopters,"Transportation Department, Federal Aviation Administration",2018-09-21,,2018-11-20,FAA-2017-1236-0001,0,federalregister
2018-20533,Kentucky: Proposed Authorization of State Hazardous Waste Management Program Revisions,Environmental Protection Agency,2018-09-21,,2018-10-22,EPA-R04-RCRA-2018-0527-0001,3,federalregister
2018-20542,Hazardous Materials: California Meal and Rest Break Requirements,"Transportation Department, Pipeline and Hazardous Materials Safety Administration",2018-09-21,,,PHMSA-2016-0097-0026,1,federalregister
2018-20626,Performance-Based Payments and Progress Payments (DFARS Case 2017-D019),"Defense Department, Defense Acquisition Regulations System",2018-09-21,,2018-10-23,DARS-2018-0042-0008,0,federalregister
2018-20521,Hazardous Materials: Information Collection Activities,"Transportation Department, Pipeline and Hazardous Materials Safety Administration",2018-09-21,,2018-10-22,PHMSA-2018-0020-0007,1,federalregister
2018-20538,Extension of Deadline for Transmittal of Application Amendments for the Temporary Emergency Impact Aid for Displaced Students Program; Hurricane Education Recovery,Education Department,2018-09-21,,2018-10-05,,0,federalregister
2018-20620,Commission Information Collection Activities (FERC Form No. 552); Comment Request; Extension,"Energy Department, Federal Energy Regulatory Commission",2018-09-21,,2018-10-22,FERC-2018-1208-0001,0,federalregister
2018-20627,New Postal Products,Postal Regulatory Commission,2018-09-21,,2018-09-25,,0,federalregister
2018-20601,Procurement List; Proposed Addition and Deletions,Committee for Purchase From People Who Are Blind or Severely Disabled,2018-09-21,,2018-10-21,CPPBSD-2018-0072-0001,0,federalregister
2018-20714,Advisory Committee to the U.S. Section of the International Commission for the Conservation of Atlantic Tunas; Fall Meeting,"Commerce Department, National Oceanic and Atmospheric Administration",2018-09-24,,2018-10-17,,0,federalregister
2018-20718,Magnuson-Stevens Act Provisions; General Provisions for Domestic Fisheries; Application for Exempted Fishing Permits,"Commerce Department, National Oceanic and Atmospheric Administration",2018-09-24,,2018-10-09,,0,federalregister
2018-20674,Submission for OMB Review; Comment Request,Defense Department,2018-09-24,,2018-10-24,DOD-2018-OS-0040-0002,0,federalregister
2018-20725,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Magnet Schools Assistance Program- Government Performance and Results Act (GPRA) Table Form,Education Department,2018-09-24,,2018-10-24,ED-2018-ICCD-0074-0006,1,federalregister
2018-20634,Agency Information Collection Activities; Submission to OMB for Review and Approval; Comment Request; Final Authorization for Hazardous Waste Management Programs (Renewal),Environmental Protection Agency,2018-09-24,,2018-10-24,EPA-HQ-OLEM-2018-0200-0004,1,federalregister
2018-20749,Notice of Meeting of the EPA Children's Health Protection Advisory Committee (CHPAC),Environmental Protection Agency,2018-09-24,,,EPA-HQ-OA-2022-0571-0002,1,federalregister
2018-20633,Agency Information Collection Activities; Submission to OMB for Review and Approval; Comment Request; Land Disposal Restrictions (Renewal),Environmental Protection Agency,2018-09-24,,2018-10-24,EPA-HQ-OLEM-2018-0198-0002,0,federalregister
2018-20641,Notice of Availability of the Draft Supplemental Environmental Impact Statement for the Proposed Keystone XL Pipeline Mainline Alternative Route in Nebraska; Public Meeting Announcement,State Department,2018-09-24,,2018-11-08,DOS-2018-0045-0001,331,federalregister
2018-20653,Foreign Endangered Species; Receipt of Applications for Permit,"Interior Department, Fish and Wildlife Service",2018-09-24,,2018-10-24,FWS-HQ-IA-2018-0041-0001,100,federalregister
2018-20656,Endangered and Threatened Species; Receipt of Recovery Permit Applications,"Interior Department, Fish and Wildlife Service",2018-09-24,,2018-10-24,,0,federalregister
2018-20657,American Manufacturing Competitiveness Act: Effects of Temporary Duty Suspensions and Reductions on the U.S. Economy Proposed Information Collection; Comment Request; and MTB Effects Questionnaire,International Trade Commission,2018-09-24,,2018-11-23,ITC-2018-0345-0001,0,federalregister
2018-20737,Proposed Information Collection Request; Comment Request; Consolidated Superfund Information Collection Request,Environmental Protection Agency,2018-09-24,,2018-11-23,EPA-HQ-SFUND-2004-0008-0022,0,federalregister
2018-20687,Information Collection Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2018-09-24,,2018-11-23,FCC-2018-0333-0001,0,federalregister
2018-20744,"Notice of Availability and Announcement of Public Meeting for the Draft Supplemental Environmental Impact Statement for the San Ysidro Land Port of Entry Improvements Project, San Ysidro, California",General Services Administration,2018-09-24,,2018-11-09,GSA-GSA-2018-0002-0075,0,federalregister
2018-20699,Preparation of Environmental Reports for Nuclear Power Stations,Nuclear Regulatory Commission,2018-09-24,,,NRC-2017-0041-0010,0,federalregister
2018-20702,"Bulk Manufacturer of Controlled Substances Application: AMPAC Fine Chemicals Virginia, LLC","Justice Department, Drug Enforcement Administration",2018-09-24,,2018-11-23,,0,federalregister
2018-20645,"Zion Nuclear Power Station, Units 1 and 2: Zion Solutions, LLC",Nuclear Regulatory Commission,2018-09-24,,2018-10-24,NRC-2018-0189-0001,0,federalregister
2018-20651,Foreign Endangered Species; Receipt of Permit Applications,"Interior Department, Fish and Wildlife Service",2018-09-24,,2018-10-24,FWS-HQ-IA-2018-0022-0001,52,federalregister
2018-20701,"Bulk Manufacturer of Controlled Substances Application: Halo Pharmaceutical, Inc.","Justice Department, Drug Enforcement Administration",2018-09-24,,2018-11-23,,0,federalregister
2018-20636,Agency Information Collection Activities; Information Collection Request Submitted to OMB for Review and Approval; Comment Request; Notification of Episodic Releases of Oil and Hazardous Substances (Renewal),Environmental Protection Agency,2018-09-24,,2018-10-24,EPA-HQ-SFUND-2013-0549-0023,0,federalregister
2018-20682,Information Collection Being Submitted for Review and Approval to the Office of Management and Budget,Federal Communications Commission,2018-09-24,,2018-10-24,FCC-2018-0332-0001,0,federalregister
